No,No KK,NIK,Nama Lengkap,Hubungan Keluarga,Jenis Kelamin,Tempat Lahir,Tanggal Lahir,Umur (Tahun),Agama,Status Perkawinan,Partisipasi Sekolah,Pendidikan Tertinggi,Kegiatan Utama,Lapangan Pekerjaan,Estimasi Pendapatan Bulanan (Rp),Jaminan Kesehatan,Disabilitas,Provinsi,Kabupaten/Kota,Kecamatan,Kelurahan/Desa,Alamat Domisili,Status Kepemilikan Bangunan,Luas Lantai (m2),Sumber Air Minum,Daya Listrik,Fasilitas Sanitasi
175,1271010106241053,1271014312960008,Ratna Tanjung,Anak,Perempuan,Medan,03/12/1996,27,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Petani / Pekebun,1950000,BPJS PBI (Bantuan Pemerintah),Tidak,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Garuda No. 117, RT 001/RW 010",Milik Sendiri,150,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
176,1271010106241054,1271010203960013,Agus Batubara,Kepala Keluarga,Laki-laki,Medan,02/03/1996,28,Katolik,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Guru / Dosen,6650000,BPJS Non-PBI / Mandiri,Tidak,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Anggrek No. 118, RT 010/RW 002",Milik Sendiri,60,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
177,1271010106241054,1271015602010077,Kusuma Setiawan,Istri,Perempuan,Medan,16/02/2001,23,Katolik,Kawin,Tidak Bersekolah Lagi,Diploma (D1-D3),Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,Tidak Memiliki,Tidak,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Anggrek No. 118, RT 010/RW 002",Milik Sendiri,60,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
178,1271010106241054,1271017112210063,Gita Batubara,Anak,Perempuan,Medan,31/12/2021,2,Katolik,Belum Kawin,Belum Pernah Sekolah,Tidak / Belum Sekolah,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Anggrek No. 118, RT 010/RW 002",Milik Sendiri,60,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
179,1271010106241054,1271013008160049,Bambang Batubara,Anak,Laki-laki,Medan,30/08/2016,7,Katolik,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Anggrek No. 118, RT 010/RW 002",Milik Sendiri,60,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
180,1271010106241054,1271016304740085,Ni Luh Ginting,Orang Tua / Mertua,Perempuan,Medan,23/04/1974,50,Katolik,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Buruh Harian Lepas,2400000,BPJS Non-PBI / Mandiri,Tidak,Sumatera Utara,Kota Medan,Medan Baru,Padang Bulan,"Jl. Anggrek No. 118, RT 010/RW 002",Milik Sendiri,60,Sumur Bor / Pompa,PLN 1300 VA,Jamban Sendiri
181,3273010106241055,3273012702930072,Irfan Tarigan,Kepala Keluarga,Laki-laki,Bandung,27/02/1993,31,Islam,Cerai Hidup,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan Swasta,4950000,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kota Bandung,Coblong,Dago,"Jl. Pahlawan No. 92, RT 005/RW 003",Sewa / Kontrak,54,PAM / Ledeng,PLN 450 VA,Jamban Sendiri
182,1371010106241056,1371013012800056,Tri Lestari,Kepala Keluarga,Laki-laki,Padang,30/12/1980,43,Islam,Kawin,Tidak Bersekolah Lagi,SMP / Sederajat,Bekerja,Karyawan Swasta,5800000,Asuransi Swasta,Tidak,Sumatera Barat,Kota Padang,Padang Barat,Flamboyan Baru,"Jl. Pahlawan No. 2, RT 010/RW 006",Milik Sendiri,120,Sumur Bor / Pompa,PLN 1300 VA,Bukan Jamban Sendiri
183,1371010106241056,1371016003790093,Rina Lestari,Istri,Perempuan,Padang,20/03/1979,45,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan Swasta,6300000,BPJS PBI (Bantuan Pemerintah),Tidak,Sumatera Barat,Kota Padang,Padang Barat,Flamboyan Baru,"Jl. Pahlawan No. 2, RT 010/RW 006",Milik Sendiri,120,Sumur Bor / Pompa,PLN 1300 VA,Bukan Jamban Sendiri
184,5171010106241057,5171012412670074,Muhammad Koto,Kepala Keluarga,Laki-laki,Denpasar,24/12/1967,56,Islam,Kawin,Tidak Bersekolah Lagi,Diploma (D1-D3),Bekerja,Karyawan Swasta,9200000,BPJS PBI (Bantuan Pemerintah),Tidak,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Pahlawan No. 103, RT 006/RW 010",Sewa / Kontrak,150,Sumur Terlindung,PLN 2200 VA+,Jamban Bersama
185,5171010106241057,5171016112660015,Sari Subagyo,Istri,Perempuan,Denpasar,21/12/1966,57,Islam,Kawin,Tidak Bersekolah Lagi,Sarjana (S1/D4),Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS Non-PBI / Mandiri,Tunanetra,Bali,Kota Denpasar,Denpasar Selatan,Sanur Kaja,"Jl. Pahlawan No. 103, RT 006/RW 010",Sewa / Kontrak,150,Sumur Terlindung,PLN 2200 VA+,Jamban Bersama
186,6471010106241058,6471012111700022,Fajar Simanjuntak,Kepala Keluarga,Laki-laki,Balikpapan,21/11/1970,53,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Pegawai Negeri Sipil (PNS),7150000,BPJS PBI (Bantuan Pemerintah),Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Sudirman No. 57, RT 001/RW 008",Sewa / Kontrak,45,Sumur Terlindung,PLN 900 VA,Jamban Sendiri
187,6471010106241058,6471017009680056,Kusuma Gunawan,Istri,Perempuan,Balikpapan,30/09/1968,55,Islam,Kawin,Tidak Bersekolah Lagi,SD / Sederajat,Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS Non-PBI / Mandiri,Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Sudirman No. 57, RT 001/RW 008",Sewa / Kontrak,45,Sumur Terlindung,PLN 900 VA,Jamban Sendiri
188,6471010106241058,6471015505060072,Zahra Simanjuntak,Anak,Perempuan,Balikpapan,15/05/2006,18,Islam,Belum Kawin,Masih Sekolah,SMA / SMK / MA,Sekolah,Pelajar / Mahasiswa,0,BPJS PBI (Bantuan Pemerintah),Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Sudirman No. 57, RT 001/RW 008",Sewa / Kontrak,45,Sumur Terlindung,PLN 900 VA,Jamban Sendiri
189,6471010106241058,6471012601200099,Cahyo Simanjuntak,Anak,Laki-laki,Balikpapan,26/01/2020,4,Islam,Belum Kawin,Belum Pernah Sekolah,Tidak / Belum Sekolah,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Sudirman No. 57, RT 001/RW 008",Sewa / Kontrak,45,Sumur Terlindung,PLN 900 VA,Jamban Sendiri
190,3201010106241059,3201012110910072,Jamal Nasution,Kepala Keluarga,Laki-laki,Bogor,21/10/1991,32,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Wiraswasta / Pedagang,9800000,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Kenanga No. 14, RT 006/RW 001",Milik Sendiri,45,Mata Air,PLN 450 VA,Jamban Sendiri
191,3201010106241059,3201016804920085,Tia Kusuma,Istri,Perempuan,Bogor,28/04/1992,32,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Mengurus Rumah Tangga,Mengurus Rumah Tangga,0,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Kenanga No. 14, RT 006/RW 001",Milik Sendiri,45,Mata Air,PLN 450 VA,Jamban Sendiri
192,3201010106241059,3201010912220076,Hendra Nasution,Anak,Laki-laki,Bogor,09/12/2022,1,Islam,Belum Kawin,Belum Pernah Sekolah,Tidak / Belum Sekolah,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS PBI (Bantuan Pemerintah),Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Kenanga No. 14, RT 006/RW 001",Milik Sendiri,45,Mata Air,PLN 450 VA,Jamban Sendiri
193,3201010106241059,3201012901120028,Nyoman Nasution,Anak,Laki-laki,Bogor,29/01/2012,12,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Kenanga No. 14, RT 006/RW 001",Milik Sendiri,45,Mata Air,PLN 450 VA,Jamban Sendiri
194,3201010106241059,3201011303150009,Bambang Nasution,Anak,Laki-laki,Bogor,13/03/2015,9,Islam,Belum Kawin,Masih Sekolah,SD / Sederajat,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Jawa Barat,Kab. Bogor,Cibinong,Pabuaran,"Jl. Kenanga No. 14, RT 006/RW 001",Milik Sendiri,45,Mata Air,PLN 450 VA,Jamban Sendiri
195,6471010106241060,6471010603690089,Wahyu Gunawan,Kepala Keluarga,Laki-laki,Balikpapan,06/03/1969,55,Islam,Kawin,Tidak Bersekolah Lagi,SD / Sederajat,Bekerja,Karyawan Swasta,6800000,BPJS PBI (Bantuan Pemerintah),Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Gatot Subroto No. 26, RT 003/RW 006",Milik Sendiri,72,Sumur Bor / Pompa,PLN 2200 VA+,Jamban Sendiri
196,6471010106241060,6471016004650063,Endah Koto,Istri,Perempuan,Balikpapan,20/04/1965,59,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Wiraswasta / Pedagang,5900000,BPJS Non-PBI / Mandiri,Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Gatot Subroto No. 26, RT 003/RW 006",Milik Sendiri,72,Sumur Bor / Pompa,PLN 2200 VA+,Jamban Sendiri
197,6471010106241060,6471016902200018,Zahra Gunawan,Anak,Perempuan,Balikpapan,29/02/2020,4,Islam,Belum Kawin,Belum Pernah Sekolah,Tidak / Belum Sekolah,Tidak Bekerja,Belum / Tidak Bekerja,0,BPJS Non-PBI / Mandiri,Tidak,Kalimantan Timur,Kota Balikpapan,Balikpapan Kota,Klandasan Ulu,"Jl. Gatot Subroto No. 26, RT 003/RW 006",Milik Sendiri,72,Sumur Bor / Pompa,PLN 2200 VA+,Jamban Sendiri
198,1371010106241061,1371011002970066,Untung Handayani,Kepala Keluarga,Laki-laki,Padang,10/02/1997,27,Islam,Kawin,Tidak Bersekolah Lagi,SD / Sederajat,Bekerja,Karyawan Swasta,13600000,BPJS PBI (Bantuan Pemerintah),Tidak,Sumatera Barat,Kota Padang,Padang Barat,Flamboyan Baru,"Jl. Merdeka No. 63, RT 001/RW 006",Milik Sendiri,120,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
199,1371010106241061,1371015301020097,Lestari Tanjung,Istri,Perempuan,Padang,13/01/2002,22,Islam,Kawin,Tidak Bersekolah Lagi,SMA / SMK / MA,Bekerja,Karyawan BUMN,6200000,BPJS Non-PBI / Mandiri,Tidak,Sumatera Barat,Kota Padang,Padang Barat,Flamboyan Baru,"Jl. Merdeka No. 63, RT 001/RW 006",Milik Sendiri,120,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
200,1371010106241061,1371016209180032,Maya Handayani,Anak,Perempuan,Padang,22/09/2018,5,Islam,Belum Kawin,Masih Sekolah,PAUD / TK,Tidak Bekerja,Belum / Tidak Bekerja,0,Tidak Memiliki,Tidak,Sumatera Barat,Kota Padang,Padang Barat,Flamboyan Baru,"Jl. Merdeka No. 63, RT 001/RW 006",Milik Sendiri,120,Sumur Bor / Pompa,PLN 900 VA,Jamban Sendiri
